id,createdTime,name_th,name_en,description_th,description_en,problem
recjthS6mfsjrvHeC,2025-06-12T03:45:37.000Z,ตรวจตาข่ายกันนก,Inspect Bird Netting/Deterrents,หากบ้านมีตาข่ายกันนกหรือหนามกันนกบนชายคา ให้ตรวจว่าติดตั้งอยู่ครบและไม่มีช่องให้นกเข้ามาทำรัง,"If there are bird nets or spikes installed on eaves, ensure they remain intact and there are no gaps where birds can nest",['recKsdeLqWufqLYey']
reck6iBYmskZn0atS,2025-06-12T03:45:37.000Z,วางกับดัก/สังเกตแมลงสาบ,Set Traps/Check for Roaches,สำรวจครัวและที่มืดชื้น เช่น ใต้ซิงค์ วางกับดักกาวหรือเหยื่อ และดูว่ามีแมลงสาบติดมาหรือมูลปรากฏหรือไม่,"Examine the kitchen and damp dark areas (under sink), set glue traps or bait, and see if roaches are caught or droppings are present","['recwsonYZMeRi75Dm', 'rec6xAp5iLGJdsEgu']"
reckIXhDwPrUxtp36,2025-06-12T03:45:37.000Z,ทำความสะอาดที่ขับถ่ายสัตว์,Clean Pet Waste Areas Daily,ตรวจดูกระบะทรายแมวหรือบริเวณที่สัตว์เลี้ยงขับถ่าย ว่ามีการทำความสะอาดตักของเสียทุกวันหรือไม่,Check the cat litter box or pet potty area to confirm waste is being scooped and cleaned daily,"['reczm4pdXlz5GwUJh', 'recwhMM2dWDJhNXsV']"
reckzQnu4hPUkixeP,2025-06-12T03:45:37.000Z,ตรวจใต้ซิงค์และท่อว่ามีน้ำหยด,Inspect Under Sinks for Drips,ดูใต้อ่างล้างจาน อ่างล้างหน้า และข้อต่อต่าง ๆ ว่ามีน้ำหยดหรือน้ำขังหรือไม่,Check beneath sinks and at pipe joints for any drips or puddles of water,"['rec6ZZ2BixIR9hyPz', 'recomqHSw3CXBRLlT', 'rec0MtyTgmKTfzd3B']"
reclfsFEwHHWqAoXE,2025-06-12T03:45:37.000Z,ตรวจปั๊มน้ำและถังแรงดัน,Check Pump and Pressure Tank,ฟังเสียงและดูการทำงานของปั๊มน้ำว่าเข้า-ตัดปกติ และตรวจถังแรงดันว่าไม่รั่ว,Observe the water pump cycles to ensure it turns on/off normally and check the pressure tank for leaks or proper pressure,"['recVes6NAdwGS9CZU', 'recT1foqn7bgHoWHW']"
reco3tpwLdp6fgFMm,2025-06-12T03:45:37.000Z,เก็บใบเสร็จและบันทึกทุกงาน,Save Receipts & Log Every Job,หลังซ่อมแซมหรือบำรุงบ้านทุกครั้ง จดบันทึกรายการงานและค่าใช้จ่าย และเก็บใบเสร็จไว้ในที่ปลอดภัย,"After every maintenance or repair job, record the details and cost, and file the receipts in a safe place",['recajNMfFtD8j2vVG']
recoFbv8P4CdpG9qU,2025-06-12T03:45:37.000Z,หมุนวาล์วน้ำหลักเป็นระยะ,Exercise Main Water Shutoff Valve,ลองหมุนวาล์วประปาหลักเข้า-ออกเป็นครั้งคราวเพื่อป้องกันการติดขัดและตรวจว่าปิดสนิทได้,Periodically turn the main water shutoff valve on and off to prevent it from seizing and to verify it can fully stop water flow,['recVes6NAdwGS9CZU']
recq9oB7EmP3kNXJe,2025-06-12T03:45:37.000Z,เช็กสภาพสีงานไม้,Check Paint on Woodwork,ดูประตู หน้าต่างไม้ ราวบันได ว่าสีหรือสารเคลือบหลุดลอกหรือซีดบ้างหรือไม่,"Examine wooden doors, window frames, railings to see if paint or varnish is peeling or faded","['recrd9rXbxrLmaLhs', 'reciqVFt5dhqWcA4N']"
recrDXvHcTKI1ZcJI,2025-06-12T03:45:37.000Z,ตรวจรั้ว/กรงสัตว์เลี้ยง,Check Fences/Pet Enclosures,เดินตรวจแนวรั้วบ้าน กรง หรือประตูว่ามีช่องโหว่หรือจุดที่สัตว์เลี้ยงมุดออกได้หรือไม่,"Inspect the yard fence, pet cage, or doors for any gaps or weaknesses through which a pet could escape","['recFXHzQglXNIwyQ7', 'recyxgDCn49tohiLS']"
recrO0aiPisU8oMvk,2025-06-12T03:45:37.000Z,กันเงินสำรองทุกเดือน,Allocate Emergency Funds Monthly,ตรวจสอบว่ามีการกันเงินเข้ากองทุนฉุกเฉินทุกเดือนตามเป้าหมาย (เช่น 5% ของรายได้) เพื่อใช้ซ่อมบ้านยามจำเป็น,"Verify that a portion of income (e.g., 5%) is being set aside into an emergency repair fund each month as planned",['recR2D2QWlCXo6Tno']
recsgeCoyyvLoaI7u,2025-06-12T03:45:37.000Z,ใส่ปุ๋ยตามกำหนด,Verify Fertilizer Schedule,ตรวจดูว่าวันนี้ควรใส่ปุ๋ยหรือปรับปรุงดินให้ต้นไม้หรือยัง (เช็คตารางการใส่ปุ๋ย) และดูว่าต้นไม้ได้รับน้ำพอหรือไม่,"Check if it's time to fertilize or amend the soil for plants according to your schedule, and ensure plants have been receiving enough water",['recYyiP0PjWHEreBv']
recszba8iVSG7utgQ,2025-06-12T03:45:37.000Z,ประเมินธีมห้องปัจจุบัน,Assess Current Room Theme,ลองพิจารณาว่าสีและของตกแต่งในห้องยังคงเข้าชุดและถูกใจอยู่หรือไม่ หรือถึงเวลาปรับเปลี่ยน,"Consider if the room's colors and decorative theme still feel cohesive and pleasing, or if it's time for an update","['rec281us7oEtid4a0', 'recVaeQxvxVSiWQkq']"
rect38fqRlVlxVJJr,2025-06-12T03:45:37.000Z,ตรวจผนังภายนอก,Inspect Exterior Walls,เดินสำรวจผนังภายนอกว่ามีสีลอกหรือแตกร้าวจากแดดฝนหรือไม่,Walk around and inspect exterior walls for peeling paint or cracks from sun and rain exposure,"['recj4DVW52tSyYMNS', 'recVlSVdEsqfrQ5fj', 'recwrMRo4ua9Q0EbV']"
rect9bOuRTZTXZByp,2025-06-12T03:45:37.000Z,ติดตามตารางรถเก็บขยะ,Follow Trash Pickup Schedule,เช็ควันที่รถขยะมาเก็บขยะหรือขยะรีไซเคิลของพื้นที่ และตั้งแจ้งเตือนให้นำขยะออกก่อนเวลา,Check the local schedule for garbage and recycling pickup and set reminders to put out the bins in time,
rectAKBnXZnouPi9B,2025-06-12T03:45:37.000Z,จัดการขยะทุกวัน,Take Out Trash Daily,ตรวจถังขยะในบ้านว่าไม่ปล่อยให้ล้น นำขยะไปทิ้งทุกวันหรือวันเว้นวัน และล้างถังขยะบ่อยๆ,Check that indoor trash bins are not left to overflow; garbage is taken out daily or every other day and bins are washed frequently,"['recBZMyWx5SNYNR43', 'recbAkCxgHMtiqFIb']"
rectFQ6qmHAO1yEUk,2025-06-12T03:45:37.000Z,ตรวจเสา-คานที่มองเห็นได้,Inspect Visible Columns/Beams,ดูตามเสา คานใต้พื้น หรือโครงหลังคาที่มองเห็น ว่าไม่มีรอยแตกร้าวหรืองอผิดปกติ,"Examine any exposed structural columns, beams (in crawlspaces or attic) for cracks or bending","['recH02h0y1IQhBnYl', 'recVOJOQnB8qIgviw', 'rec5cItMuQaEmoEIa', 'recYAhwvpomV4qWLX']"
rectbPeIbNsfYWFoG,2025-06-12T03:45:37.000Z,ตรวจสุขภาพต้นไม้ใบไม้,Check Plant Leaves for Health,เดินดูใบและลำต้นของต้นไม้/พุ่มไม้ ว่ามีรอยกัดจากแมลงหรือใบเหลืองผิดปกติหรือไม่,Walk around inspecting plant leaves and stems for insect bite marks or unusual yellowing indicating disease or pests,"['recTTfw8kqdOIYWSL', 'recAZyJBkIljH3C4E']"
recxP2VNVq9qUHsYt,2025-06-12T03:45:37.000Z,ทำความสะอาดพื้นทุกสัปดาห์,Clean Floors Weekly,ตรวจตารางการกวาดและถูพื้นว่าทำทุกสัปดาห์หรือไม่ (โดยเฉพาะมุมห้อง ใต้เฟอร์นิเจอร์),Ensure that sweeping and mopping of floors (especially corners and under furniture) are done on a weekly basis,['recBZMyWx5SNYNR43']
recxwmkBYjRWbT8iZ,2025-06-12T03:45:37.000Z,เช็กยางขอบประตูหน้าต่าง,Check Weatherstripping Seals,ตรวจสอบยางกันกระแทก/กันรั่วรอบประตูและหน้าต่างว่าสภาพดี ไม่ขาด,Inspect the rubber weatherstripping around doors and windows to ensure it's intact and not torn,['receATgPFQqMo4dZC']
recy9a7ENdnpkvhcZ,2025-06-12T03:45:37.000Z,ดูสภาพมุ้งลวด,Examine Condition of Screens,ดูมุ้งลวดที่หน้าต่างและประตูว่าตึงดี ไม่หย่อนและไม่มีรูหรือรอยขาด,"Check that window and door screens are taut, not sagging, and have no holes or tears",['reciWWw0tzZtN3S3I']
reczkq0xez71Rl4ZK,2025-06-12T03:45:37.000Z,ตรวจมุมอับซ่อนสิ่งสกปรก,Check Hidden Corners for Dirt,สำรวจมุมที่มักถูกลืม เช่น ใต้โซฟา หลังตู้เย็น ว่ามีเศษฝุ่นหรือสิ่งสกปรกสะสมอยู่หรือไม่,"Inspect often-forgotten spots (under the sofa, behind the fridge) for accumulated dust or grime and clean them if found",['recBZMyWx5SNYNR43']
