id,createdTime,name_th,name_en,description_th,description_en,item,check,fix,service,name_th (from item),name_th (from check),name_th (from fix),name_th (from service)
recKnKDWPpAxDpYke,2025-06-12T02:36:50.000Z,ไฟตก/ไฟเกิน,Voltage Drop/Surge,แรงดันไฟฟ้าตกหรือเกินกว่าปกติในระบบไฟฟ้าบ้าน,Electrical voltage in the house dropping too low or spiking too high,"['reckUeh1OS2PeHugO', 'recXJH8RljDrmpHTC', 'recPhQqalFbWCWzZT', 'recqVtAAJMXDBtvff', 'recEjxuY8F8u31N3i']","['recHKFAO8kXTFiZ7p', 'reciXxROpIkvXTKEP', 'recc3TomJSbvKXzjp']","['reci2A92jnUkOZ9PI', 'recJhf4ZcNZO6bwMH']",['recWgl42lEPM7sFCE'],"['สายไฟ', 'ตู้โหลดไฟ / เบรกเกอร์', 'เต้ารับ (ปลั๊กไฟ)', 'สวิตช์ไฟ', 'หลอดไฟ']","['ตรวจสายไฟและอุปกรณ์ว่าชำรุดหรือไม่', 'เช็กตู้โหลด/เบรกเกอร์ว่าปกติ', 'ตรวจโหลดการใช้ไฟต่อวงจร']","['รีเซ็ตเบรกเกอร์เมื่อไฟตก', 'ถอดปลั๊กอุปกรณ์ที่ไม่ได้ใช้']",['บริการซ่อมไฟฟ้าภายในบ้าน']
recKsdeLqWufqLYey,2025-06-12T02:36:50.000Z,นกหรือสัตว์รบกวนอื่นๆ,Birds/Pests Nesting,นกพิราบหรือสัตว์รบกวนอื่นทำรังหรือเข้ามาอาศัยบนชายคาหรือในพื้นที่บ้าน,Pigeons or other nuisance animals are nesting under the eaves or in areas of the home,['rec0grIwpqiFexxYh'],['recjthS6mfsjrvHeC'],,['recMRfbvJvwsfjyI0'],['มุ้งลวด'],['ตรวจตาข่ายกันนก'],,['บริการติดตั้งอุปกรณ์ป้องกันนกพิราบ by Q-Chang']
recLsg9g6Z5IbfuME,2025-06-12T02:36:50.000Z,เชื้อราในห้องน้ำ,Mold/Mildew in Bathroom,ราดำหรือคราบเชื้อราขึ้นตามยาแนวกระเบื้องหรือผนังห้องน้ำ,Black mold or mildew appearing along tile grout or bathroom walls,"['reclFfpvp7MXCbLjG', 'recwI9sZGmczK1RVM']",['rec6m8LoTk1jrUq3q'],['recMmfUSg2Zmcb9nR'],"['recruHFjS8DCSxmHv', 'recsX9eXEUe2Gkl9b']","['น้ำยาและผ้าทำความสะอาด', 'น้ำยากันเชื้อรา']",['ล้างห้องน้ำทุกสัปดาห์'],['ใช้น้ำส้มสายชูขจัดคราบ'],"['ทำความสะอาดห้องน้ำ', 'บริการพ่นควันฆ่าเชื้อโรค ด้วยระบบ fogging']"
recMd95NIZ795gtkD,2025-06-12T02:36:50.000Z,เฟอร์นิเจอร์ชำรุด/เก่า,Worn or Damaged Furniture,เฟอร์นิเจอร์ เช่น โซฟา โต๊ะ มีรอยชำรุดหรือสภาพเก่าทรุดโทรม,"Furniture (e.g., sofa, table) is damaged or has become worn and shabby",['rec38JzAPe4YMnsVz'],['recMEMifc8j6iVOpA'],,"['recX6YaGAlnCd3TC0', 'recimJUOu3hksxL6l']",['เฟอร์นิเจอร์ตกแต่ง'],['ตรวจเฟอร์นิเจอร์ชำรุด'],,"['EZYBUILT บริการออกแบบและติดตั้ง Furniture Fit-in', 'ออกแบบตกแต่งภายใน บิ้วอิน พร้อมติดตั้ง ครบวงจร']"
recNcsVy4qPETinu8,2025-06-12T02:36:50.000Z,เลือกช่างไม่ได้คุณภาพ (เปลืองเงิน),Poor Contractor Choice Wastes Money,จ้างผู้รับเหมาหรือช่างที่ทำงานไม่มีคุณภาพ ต้องเสียเงินแก้งานซ้ำ,"Hired a contractor/handyman who did low-quality work, leading to extra costs to fix mistakes",['recCDzj1Yh4eWjydE'],['rec0ULUUl6URf6mR7'],,['recF3XcfsCAVikfLq'],['ใบเสนอราคางานซ่อม'],['เปรียบเทียบราคาก่อนซื้อ/จ้าง'],,['บริการสถาปนิก และวิศวกรให้คำปรึกษาเรื่องบ้านที่หน้างาน']
recNwCG7roHmoR3vE,2025-06-12T02:36:50.000Z,ขนสัตว์เลี้ยงหลุดร่วงมาก,Excessive Pet Hair Shedding,ขนสุนัขหรือแมวหล่นตามพื้นและเฟอร์นิเจอร์จำนวนมาก,Dog or cat hair is shedding and accumulating heavily on floors and furniture,"['receBD6KCegm3kTz2', 'recF8IIWUAptzB499']",['recE7SPGTVaQ3rgpE'],['rec8CMbJq4wM0kh8h'],"['rec5oLbmdHkHaFP35', 'recE77PAw72d9FdQL', 'recaV8svBvuvG2Y3k']","['แปรง/หวีสำหรับสัตว์เลี้ยง', 'เครื่องดูดฝุ่น']",['แปรงขนสัตว์เลี้ยงประจำ'],['ใช้ลูกกลิ้งเก็บขน'],"['บริการทำความสะอาดและฆ่าเชื้อโรคพรม', 'บริการทำความสะอาดและฆ่าเชื้อโรคโซฟา', 'บริการทำความสะอาดบ้านและคอนโด (Deep Cleaning)']"
recPO2Z3SzOINNRGO,2025-06-12T02:36:50.000Z,ดินรอบบ้านทรุดเป็นโพรง,Soil Erosion/Voids around House,ดินรอบๆ ตัวบ้านทรุดตัวลงเกิดช่องโพรงใต้ฐานบ้าน,"Soil around the house has settled, creating voids under the foundation",['recg6IRFv35K2qXUf'],['recNLrPIcbYDR8b0k'],['recc2G642zybdk4En'],"['recyb62eRhRYEVu91', 'rec9w4UTetQITOJaN']",['ฐานราก'],['สำรวจดินรอบบ้าน'],['เติมดินอุดโพรงใต้บ้าน'],"['บริการปิดโพรงรอบบ้านด้วยแผ่น Smartboard', 'ปิดโพรงรอบบ้าน']"
recQsQqNwmLxPYfAr,2025-06-12T02:36:50.000Z,สายไฟชำรุด,Damaged Wiring,สายไฟฟ้าเก่าหรือฉนวนหุ้มสายไฟเสื่อมสภาพจนเห็นทองแดง,"Electrical wiring is old or insulation is worn, exposing the conductor",['reckUeh1OS2PeHugO'],"['recHKFAO8kXTFiZ7p', 'recQYCdYd17xQN2RE']",['recXsOIBM4MbM6Coa'],['recWgl42lEPM7sFCE'],['สายไฟ'],"['ตรวจสายไฟและอุปกรณ์ว่าชำรุดหรือไม่', 'ปิดคัตเอาต์หลักก่อนซ่อม']",['พันเทปแก้ฉนวนสายไฟชั่วคราว'],['บริการซ่อมไฟฟ้าภายในบ้าน']
recR2D2QWlCXo6Tno,2025-06-12T02:36:50.000Z,ไม่มีเงินสำรองยามฉุกเฉิน,No Emergency Repair Fund,ไม่มีเงินออมเผื่อไว้สำหรับใช้ซ่อมแซมบ้านเมื่อเกิดเหตุฉุกเฉิน,No savings have been set aside to cover home repair costs in case of emergencies,['rec2omuvTifsWfKtn'],['recrO0aiPisU8oMvk'],['recG19cwBYishDoeg'],,['กองทุนฉุกเฉิน'],['กันเงินสำรองทุกเดือน'],['ลดค่าใช้จ่ายฟุ่มเฟือย'],
recRDjqDDzjqaB2m8,2025-06-12T02:36:50.000Z,คราบสกปรกบนผนัง/ฝ้า,Stains/Smudges on Walls/Ceiling,มีคราบสกปรกหรือรอยนิ้วมือ รอยน้ำ บนผนังหรือฝ้าเพดาน,"Dirty stains, fingerprints, or water marks are visible on walls or the ceiling",['reclFfpvp7MXCbLjG'],,,"['recaV8svBvuvG2Y3k', 'recvifp51AJLvrbEh', 'recEGpmFGDKENZ4aq', 'rec8ZJFwQcxBa5Zm2', 'recbq5zZb0zsdB2V1', 'rec5YeiVEJdXdsbJU', 'recFQY7h9cqFcRZDU', 'recuc97T9jbgkwulU']",['น้ำยาและผ้าทำความสะอาด'],,,"['บริการทำความสะอาดบ้านและคอนโด (Deep Cleaning)', 'บริการทำความสะอาดคอนโด (General Cleaning)', 'บริการทาสีผนังภายใน-ภายนอกด้วยสี Beger', 'บริการทาสี Beger', 'บริการติดตั้งชุดตกแต่งผนัง (The wall) สำหรับภายใน', 'บริการติดตั้งผนังตกแต่ง ไฟเบอร์ซิเมนต์ SCG รุ่น โมดิน่า Wall décor', 'บริการติดตั้งผนังตกแต่ง KMEW รุ่น EXCELLAGE สำหรับภายนอก', 'บริการติดตั้งวอลเปเปอร์ และ Interior Film MeClass']"
recRiHMkbyNN9mlPO,2025-06-12T02:36:50.000Z,รอยขีดข่วนจากสัตว์เลี้ยง,Pet Scratch/Bite Damage,พื้นผิวเฟอร์นิเจอร์ ประตู หรือพื้นมีรอยข่วนหรือกัดจากสัตว์เลี้ยง,"Furniture, doors, or floors have scratch marks or bite damage from pets",['rec38JzAPe4YMnsVz'],,['rec3uTKjKL1PsHkID'],,['เฟอร์นิเจอร์ตกแต่ง'],,['ติดเทปกันข่วนเฟอร์นิเจอร์'],
recT1foqn7bgHoWHW,2025-06-12T02:36:50.000Z,ปั๊มน้ำทำงานผิดปกติ,Water Pump Malfunction,ปั๊มน้ำทำงานตลอดเวลา หรือไม่ตัดการทำงานตามแรงดันที่ตั้งไว้,"Water pump runs continuously or does not cut off at the set pressure, indicating a malfunction",['recrrtA5DSeFx0rjH'],['reclfsFEwHHWqAoXE'],['reclA3KBIKopuS0nV'],['reccIGaR1bGv7pkwm'],['ปั๊มน้ำ'],['ตรวจปั๊มน้ำและถังแรงดัน'],['รีเซ็ตปั๊มน้ำ'],['บริการเปลี่ยนปั๊มน้ำ']
recT3vKKrvx7pcWac,2025-06-12T02:36:50.000Z,มีกลิ่นอับจากระบบแอร์,Musty AC Odor,มีกลิ่นเหม็นอับออกมาจากแอร์เมื่อเปิดใช้งาน,A musty or unpleasant smell comes from the AC when it operates,"['recDZlSkBf0Ypf8l3', 'recmw1EjPo43Jo5Qz']",['reca7pS24nALaPT5t'],['recI2eYB8QQese1sY'],"['recjYIPLzCp8ORp61', 'recTXaVB9YMQwvkeg', 'recEumIMxRrwOAKDY', 'recy4eIeUNC7rqI0x', 'recEN7WTxYeQ5Q1zb', 'rec63Mru1fEyjsR88']","['เครื่องปรับอากาศ', 'แผ่นกรองอากาศ']",['ล้างหรือเปลี่ยนฟิลเตอร์แอร์'],['ทำความสะอาดคอยล์เย็นแอร์'],"['บริการล้างแอร์แบบติดผนัง', 'บริการล้างเครื่องปรับอากาศ แบบแอร์เปลือย/แอร์ฝังซ่อน', 'ล้างแอร์ พร้อมอบโอโซน', 'ติดตั้งระบบเครื่องเติมอากาศ แรงดันบวก พร้อมกำจัดกลิ่น AIRWAVE+', 'ติดตั้งระบบเติมอากาศให้บ้าน เครื่องเติมอากาศ FRESHNERGY', 'เครื่องเติมอากาศดี SCG Active AIR Quality']"
recTTfw8kqdOIYWSL,2025-06-12T02:36:50.000Z,กิ่งไม้หัก/ต้นไม้เอียง,Broken Branches/Tree Leaning,มีกิ่งไม้ใหญ่หักค้างหรือโค่นเอียง ซึ่งอาจหล่นสร้างความเสียหาย,"Large tree branches are broken and hanging or a tree is leaning, posing a risk of falling","['recM5vN8Hg2Olho3l', 'recxTC3QoY2Z1ZN4S']",['rectbPeIbNsfYWFoG'],['recCOEpVcQn3u6TGC'],['rec1KItbnMhxfztK9'],"['ต้นไม้ใหญ่', 'พุ่มไม้/แนวรั้วต้นไม้']",['ตรวจสุขภาพต้นไม้ใบไม้'],['ค้ำหรือมัดกิ่งที่เอน'],['บริการติดตั้งชุดโครงเหล็กค้ำยันต้นไม้พร้อมเสาเข็มเหล็ก']
recUPXHvx6i6Ve7Kk,2025-06-12T02:36:50.000Z,มดขึ้นอาหาร,Ants Infesting Food,มีมดจำนวนมากขึ้นตอมอาหารหรือน้ำตาลที่เก็บไว้ไม่มิดชิด,A lot of ants are found swarming over food or sugar that was not well sealed,['rec4VgF52fl7nLt6S'],['recgNWGAxTdqWOhbZ'],['recHZgDnXfNJGPuYt'],,['เจลหรือเหยื่อกำจัดมด'],['ตรวจมุมห้องครัวมีมด'],['โรยผงชอล์กกันมด'],
recVOJOQnB8qIgviw,2025-06-12T02:36:50.000Z,พื้นทรุดตัว,Floor Settlement,พื้นบ้านทรุดต่ำลงหรือแอ่นตัวไม่เรียบดังเดิม,"The floor has sunken or sagged, no longer level as before","['recg6IRFv35K2qXUf', 'recHfN5rd01bkfPbW', 'reccPMS6d6Vd9RFxm', 'reckhl3fbypXCnJS1', 'recNvxAb4HUjQa9AA', 'recUq5hBrJKDYd2jP']","['recVdWfcJQK8U55yD', 'rectFQ6qmHAO1yEUk', 'recNLrPIcbYDR8b0k']","['recc2G642zybdk4En', 'recbaHqGlY3TxWtml']","['recyb62eRhRYEVu91', 'rec9w4UTetQITOJaN', 'recG7K3b0S666HWbr']","['ฐานราก', 'เสาโครงสร้าง', 'คานโครงสร้าง', 'พื้นคอนกรีต', 'ผนังรับน้ำหนัก', 'เหล็กเสริมโครงสร้าง']","['สำรวจรอยร้าวเป็นระยะ', 'ตรวจเสา-คานที่มองเห็นได้', 'สำรวจดินรอบบ้าน']","['เติมดินอุดโพรงใต้บ้าน', 'ปรับระดับพื้นผิวเฉพาะจุด']","['บริการปิดโพรงรอบบ้านด้วยแผ่น Smartboard', 'ปิดโพรงรอบบ้าน', 'แพ็คเกจบริการรวมสำรวจ ปรับปรุง ต่อเติม พื้นที่รอบบ้านครบวงจร HomeSmile']"
recVYKvvxXqkzKRJ3,2025-06-12T02:36:50.000Z,หลังคารั่วซึม,Roof Leak,หลังคามีน้ำรั่วซึมเข้าภายในบ้านเมื่อฝนตก,The roof leaks water into the home during rain,"['recJuFySaJRewjnkv', 'recChJ3APfFnTHelm', 'recEv228jDmetRzuK', 'recwDPvvK0CtABNdi']","['rec3bfYECSjXWgJ6p', 'recbybxdpQ9ZqPVNz', 'rec0kZ5gFxguMosys']","['recN9TWmXvfSKF2P5', 'recnBCdEeS48t7nab']","['recdw9P9iqOSmLhH2', 'recQ5tD3JzEYloXq1', 'recOooPnyS4bqaKnM', 'recfRdkxoM7R0dGKs', 'recpCmbQH2pB8GwgP', 'recoJLOooCTcm4GZx', 'rec7C1KmNAhrHIF6I', 'reczoZ2lp4PtZO1qB']","['กระเบื้องมุงหลังคา', 'ครอบสันหลังคา', 'แผ่นปิดรอยต่อหลังคา', 'ยาแนว/ซีลแลนท์']","['ส่องดูคราบน้ำใต้หลังคา', 'สำรวจความเสียหายหลังพายุ', 'ตรวจดูหลังคาจากภายนอก']","['เปลี่ยนกระเบื้องที่เสียหาย', 'ทากาวหรือเทปปิดรูรั่ว']","['บริการซ่อมรั่วหลังคาเฉพาะจุด (ROOF REPAIR)\u200b', 'บริการซ่อมรั่วหลังคาทาวน์เฮาส์ ทาวน์โฮม (TOP UP ROOF)\u200b', 'บริการตรวจสอบปัญหาซ่อมรั่วหลังคาและซ่อมฝ้าเพดาน', 'บริการตรวจสอบและซ่อมรั่วหลังคา ทุกประเภทหลังคา', 'บริการรื้อ – เปลี่ยนหลังคาเก่าทั้งผืน (RE-ROOF)\u200b', 'บริการติดตั้งหลังคาเมทัลชีทบนหลังคาลอนคู่เดิม (Double Roof)', 'หลังคา SCG พร้อมบริการติดตั้งเหมาเบ็ดเสร็จ', 'บริการติดตั้งเฉพาะโครงหลังคาหรือกระเบื้องหลังคาบ้านใหม่']"
recVaeQxvxVSiWQkq,2025-06-12T02:36:50.000Z,ของตกแต่งจัดวางไม่ดี,Decor Items Poorly Arranged,การจัดวางของตกแต่ง (รูปภาพ ของโชว์) ดูรกตาหรือไม่เป็นธีม,"Decorative items (pictures, displays) are arranged in a cluttered or thematically inconsistent way","['rec38JzAPe4YMnsVz', 'recCzPrblUUtgYDgV']",['recszba8iVSG7utgQ'],['rec2mG9JLNc4gsprf'],['recimJUOu3hksxL6l'],"['เฟอร์นิเจอร์ตกแต่ง', 'ภาพและงานศิลป์']",['ประเมินธีมห้องปัจจุบัน'],['จัดเฟอร์นิเจอร์ใหม่'],['ออกแบบตกแต่งภายใน บิ้วอิน พร้อมติดตั้ง ครบวงจร']
recVcEAIUun7ko2Lz,2025-06-12T02:36:50.000Z,สาย/พอร์ตเครือข่ายเสีย,Damaged Cable/Port,สาย LAN ขาด ชำรุด หรือพอร์ตเชื่อมต่อบนเราเตอร์/สวิตช์เสียหาย,A LAN cable is broken or a port on the router/switch is damaged and nonfunctional,"['recc8HIUJeCiElzwF', 'rechDQRDAzXgQrGnR']",['rec0QM6ST8anFMBbK'],['recnbBrYHYlWd0auT'],,"['สาย LAN', 'สวิตช์เครือข่าย']",['ตรวจอุปกรณ์เชื่อมต่อ'],['เปลี่ยนสาย LAN ที่ชำรุด'],
recVes6NAdwGS9CZU,2025-06-12T02:36:50.000Z,น้ำไม่ไหล/แรงดันต่ำ,No Water Flow/Low Pressure,เปิดก็อกแล้วน้ำไม่ออก หรือแรงดันน้ำน้อยกว่าปกติ,No water comes out of taps or the water pressure is very low,"['rec2Nq5k9ZmePGOvi', 'recgeayw8QNZtk4jG', 'recrrtA5DSeFx0rjH', 'rec8A5OTw8wcIhxMZ']","['reci0cBLwUDDidLci', 'reclfsFEwHHWqAoXE', 'recoFbv8P4CdpG9qU']",['reclA3KBIKopuS0nV'],"['reccIGaR1bGv7pkwm', 'recpo6Hyw7EemLeee', 'recbVcjEq22T8mtPr']","['ท่อประปา', 'วาล์วน้ำ', 'ปั๊มน้ำ', 'ถังเก็บน้ำ']","['ทดสอบแรงดันน้ำหลายก็อก', 'ตรวจปั๊มน้ำและถังแรงดัน', 'หมุนวาล์วน้ำหลักเป็นระยะ']",['รีเซ็ตปั๊มน้ำ'],"['บริการเปลี่ยนปั๊มน้ำ', 'บริการเปลี่ยนแท็งค์น้ำ', 'บริการติดตั้งแท็งค์น้ำ ระบบในตัว (Water-Pac)']"
recVlSVdEsqfrQ5fj,2025-06-12T02:36:50.000Z,สีซีดจาง/หม่นหมอง,Faded/Discolored Paint,สีทาบ้านซีดลงหรือเปลี่ยนสีเนื่องจากแดดหรืออายุการใช้งาน,House paint has faded or discolored over time due to sun exposure or aging,"['recLkEqyNFkzqA8GR', 'reciPjowP662LnLuB']",['rect38fqRlVlxVJJr'],['recYglfHy7yQ10cbi'],"['recEGpmFGDKENZ4aq', 'rec8ZJFwQcxBa5Zm2', 'recbq5zZb0zsdB2V1', 'rec5YeiVEJdXdsbJU', 'recFQY7h9cqFcRZDU', 'recuc97T9jbgkwulU']","['สีน้ำ/สีน้ำมัน', 'สีรองพื้น']",['ตรวจผนังภายนอก'],['ขูดและทาสีเฉพาะจุด'],"['บริการทาสีผนังภายใน-ภายนอกด้วยสี Beger', 'บริการทาสี Beger', 'บริการติดตั้งชุดตกแต่งผนัง (The wall) สำหรับภายใน', 'บริการติดตั้งผนังตกแต่ง ไฟเบอร์ซิเมนต์ SCG รุ่น โมดิน่า Wall décor', 'บริการติดตั้งผนังตกแต่ง KMEW รุ่น EXCELLAGE สำหรับภายนอก', 'บริการติดตั้งวอลเปเปอร์ และ Interior Film MeClass']"
recVy7GXi9WRTUJXO,2025-06-12T02:36:50.000Z,สนามหญ้ารก,Overgrown Lawn,หญ้าในสนามยาวและรกขึ้นเนื่องจากไม่ได้ตัดเป็นเวลานาน,The grass in the lawn has grown long and wild due to not being mowed for a long time,"['recGBXLvKeldJDdin', 'recXkKJ7y4VlyUvTX']",['recUoxGtZtmli5nUp'],['recXBnoxUsHjP0y5b'],"['recXtBDEE3QqeLN7C', 'recR9ZVdeDDvK3SDh', 'recAN31lhgj0Hkews']","['สนามหญ้า', 'เครื่องตัดหญ้า']",['ตัดหญ้าและกำจัดวัชพืชประจำ'],['ตัดแต่งหญ้า/ต้นไม้เองชั่วคราว'],"['บริการติดตั้งออกแบบจัดสวนและปรับภูมิทัศน์', 'บริการออกแบบ จัดสวน ปรับภูมิทัศน์', 'หญ้าเทียมพร้อมบริการติดตั้ง']"
recWAIeqPhaFLElGs,2025-06-12T02:36:50.000Z,เอกสารบ้านสูญหาย,Lost Home Documents,"เอกสารสำคัญของบ้าน (เช่น โฉนด, แบบบ้าน) สูญหายหรือหาไม่พบ","Important house documents (title deed, plans, etc.) are lost or cannot be located","['rec3X5OZIUGARlEcl', 'recdpkLaAfXYWQRUy', 'recjTiMtf85YWv6Nq', 'recgJk3GK5sIMc7BD', 'recotgdTf7zrHfMso', 'recGjlhetPI8nd3Q4']","['recJkdZC6WRtuqzV2', 'recW5ysvdcDWZ2OVM']","['recrUvuyMgIbzcNjf', 'recf8MauaiHesbJXm', 'recSHfUoQIm8b6kLN']",,"['โฉนดที่ดิน/บ้าน', 'แบบแปลนบ้าน', 'คู่มือและใบรับประกันเครื่องใช้', 'กรมธรรม์ประกันภัยบ้าน', 'สัญญาว่าจ้างและใบเสร็จ', 'บิลค่าสาธารณูปโภค']","['รวบรวมเอกสารบ้านไว้ที่เดียว', 'ทำสำเนา/สแกนเอกสารสำคัญ']","['แจ้งหน่วยงานและขอสำเนา', 'ใช้งาน e-Document', 'ซื้อแฟ้ม/ตู้นิรภัยขนาดเล็ก']",
recWDseEPuNsnVuqA,2025-06-12T02:36:50.000Z,แอร์ไม่เย็น,AC Not Cooling,เครื่องปรับอากาศทำงานแต่ไม่ให้ความเย็นตามปกติ,Air conditioner runs but does not provide sufficient cooling,"['recDZlSkBf0Ypf8l3', 'recmw1EjPo43Jo5Qz', 'recx5JRkafSWToQTj']","['reca7pS24nALaPT5t', 'rec7uAdZ4i3JDWlzF']","['recI2eYB8QQese1sY', 'receYRNJW3KWtPGPZ']","['recryMZEHATEJKWGf', 'recjYIPLzCp8ORp61', 'recTXaVB9YMQwvkeg', 'recEumIMxRrwOAKDY']","['เครื่องปรับอากาศ', 'แผ่นกรองอากาศ', 'เทอร์โมสตัท']","['ล้างหรือเปลี่ยนฟิลเตอร์แอร์', 'ทำความสะอาดคอยล์ร้อนนอกบ้าน']","['ทำความสะอาดคอยล์เย็นแอร์', 'เติมน้ำยาแอร์ (ช่างเท่านั้น)']","['บริการซ่อมแอร์', 'บริการล้างแอร์แบบติดผนัง', 'บริการล้างเครื่องปรับอากาศ แบบแอร์เปลือย/แอร์ฝังซ่อน', 'ล้างแอร์ พร้อมอบโอโซน']"
recXKOreyzZJKaGpR,2025-06-12T02:36:50.000Z,แสงไฟไม่เหมาะสม,Improper Lighting Ambiance,ระบบไฟในห้องไม่เพียงพอหรือแสงไม่เข้ากับบรรยากาศที่ต้องการ,Room lighting is inadequate or does not match the desired ambiance,"['recpJIjux6FDGwzes', 'recEjxuY8F8u31N3i']",['recjGakW8Vblzg8We'],['recnjiG4No24tI3Sw'],,"['โคมไฟตกแต่ง', 'หลอดไฟ']",['ทดลองไฟในห้อง'],['ใช้โคมไฟเสริมบรรยากาศ'],
recYAhwvpomV4qWLX,2025-06-12T02:36:50.000Z,โครงสร้างเหล็กเป็นสนิม,Structural Steel Rusting,ส่วนเหล็กของโครงสร้าง (เช่น เหล็กเสริม คานเหล็ก) เกิดสนิม,"Structural steel components (e.g., rebar, steel beams) are corroding with rust","['recHfN5rd01bkfPbW', 'reccPMS6d6Vd9RFxm', 'recUq5hBrJKDYd2jP']",['rectFQ6qmHAO1yEUk'],['recbvoGafdUHgmSYZ'],['recG7K3b0S666HWbr'],"['เสาโครงสร้าง', 'คานโครงสร้าง', 'เหล็กเสริมโครงสร้าง']",['ตรวจเสา-คานที่มองเห็นได้'],['ทาสีกันสนิมโครงเหล็ก'],['แพ็คเกจบริการรวมสำรวจ ปรับปรุง ต่อเติม พื้นที่รอบบ้านครบวงจร HomeSmile']
recYyiP0PjWHEreBv,2025-06-12T02:36:50.000Z,ดินเสื่อมคุณภาพ,Soil Quality Degradation,ดินในแปลงสวนขาดสารอาหาร แข็งหรือเป็นกรด/ด่างเกินไป ต้นไม้เจริญเติบโตไม่ดี,"Garden soil has become nutrient-poor or compacted or imbalanced (too acidic/alkaline), causing plants to not grow well",['rec0uCzIhPAq9vNud'],['recsgeCoyyvLoaI7u'],,"['recXtBDEE3QqeLN7C', 'recR9ZVdeDDvK3SDh']",['ดินและปุ๋ย'],['ใส่ปุ๋ยตามกำหนด'],,"['บริการติดตั้งออกแบบจัดสวนและปรับภูมิทัศน์', 'บริการออกแบบ จัดสวน ปรับภูมิทัศน์']"
recZhVqg8FD5KLjMx,2025-06-12T02:36:50.000Z,รางน้ำฝนอุดตัน,Clogged Gutter,ใบไม้หรือเศษขยะอุดตันอยู่ในรางน้ำฝน น้ำไหลลงไม่สะดวก,"Leaves or debris clog the gutter, preventing proper water drainage","['recRCklo0mRCXLOzr', 'recl1QpfktwKQSEv5', 'recvWPeS4B1SYIu3c']","['recf2Zv73ajNNimYW', 'recggrg82iFS5tW7v']",['recqa9qnrQjtSDL7I'],,"['รางน้ำฝน', 'ท่อน้ำลง', 'ตะแกรงกันใบไม้รางน้ำ']","['ทำความสะอาดรางน้ำฝนประจำ', 'ตรวจข้อต่อและความลาดเอียงรางน้ำ']",['ทำความสะอาดสิ่งอุดตัน'],
recZubem63liuAbJL,2025-06-12T02:36:50.000Z,ประกันบ้านหมดอายุ,Home Insurance Lapsed,ประกันภัยที่อยู่อาศัยหมดอายุลงโดยไม่ได้ต่ออายุ ทำให้บ้านไม่มีความคุ้มครอง,"The home insurance policy has expired without renewal, leaving the house uninsured",['recgJk3GK5sIMc7BD'],['recCmZEzPClMUw5H3'],"['recULcRd2lodAuVG8', 'reckk2pmGMAlPdKs0']",,['กรมธรรม์ประกันภัยบ้าน'],['ตรวจวันหมดอายุประกัน/ภาษี'],"['ขยายความคุ้มครองประกัน', 'ทำประกันบ้านใหม่ (ถ้าไม่มี)']",
recaE1lpTFM3qcAzd,2025-06-12T02:36:50.000Z,รางน้ำฝนรั่ว/หลุด,Leaky/Detached Gutter,รางน้ำฝนมีรูรั่วหรือตัวรางหลุดออกจากชายคา,The gutter has holes leaking water or has detached from the eave,"['recRCklo0mRCXLOzr', 'recl1QpfktwKQSEv5', 'recwDPvvK0CtABNdi']",['recggrg82iFS5tW7v'],['recL9Ixcx8nCvmS1d'],"['recdc0cKArMaDLMxx', 'recOlZ4mgYyRmRVJi', 'recvhr7lvsVqJtzFB', 'recVSuua1VyOkNRoD', 'recRnSKTRzgJmbHfN']","['รางน้ำฝน', 'ท่อน้ำลง', 'ยาแนว/ซีลแลนท์']",['ตรวจข้อต่อและความลาดเอียงรางน้ำ'],['ขันหรือเสริมตัวยึดรางน้ำ'],"['บริการติดตั้งรางน้ำฝนไวนิล เอสซีจี HomeSmile', 'บริการติดตั้งรางน้ำฝนไวนิล SCG รุ่น Smart by Q-Chang', 'บริการติดตั้งรางน้ำฝนไวนิล SCG', 'บริการติดตั้งรางน้ำฝนไวนิล SCG รุ่น Deluxe by Q-Chang', 'บริการติดตั้งรางน้ำฝน PVC by Q-Chang\n']"
recaO6dxe0HppKTbL,2025-06-12T02:36:50.000Z,ยุงชุมในบ้าน,Mosquitoes in the House,มียุงจำนวนมากบินอยู่ในบ้าน โดยเฉพาะช่วงเย็น/กลางคืน,"Numerous mosquitoes are present inside the house, especially in the evening/night","['recTYNNq0xPUknM2F', 'rec5pgGNtdqXAb2MM']",['rec5fQ0exUG9SDRgJ'],['rec1HqCTSy75rIxRE'],,"['มุ้งลวดกันยุง', 'เครื่องไล่แมลงอิเล็กทรอนิกส์']",['กำจัดแหล่งน้ำยุง'],['จุดยากันยุง/ใช้ไม้ตียุง'],
recajNMfFtD8j2vVG,2025-06-12T02:36:50.000Z,ไม่ได้บันทึกค่าใช้จ่าย,Failure to Track Expenses,ไม่มีการจดบันทึกหรือเก็บประวัติว่าใช้เงินซ่อมบ้านไปเท่าไรและกับอะไรบ้าง,No record is kept of how much money has been spent on home repairs and on what,"['recrz1D0aqkp6elSD', 'recLaXjg5oJIk3cEM']",['reco3tpwLdp6fgFMm'],['recsWvCmpPpK9qn8x'],,"['ตารางบันทึกรายจ่าย', 'แอปพลิเคชันบริหารการเงิน']",['เก็บใบเสร็จและบันทึกทุกงาน'],['ใช้ของในสต็อกก่อน'],
