id,createdTime,name_th,name_en,description_th,description_en,problem
reci2A92jnUkOZ9PI,2025-06-12T03:47:28.000Z,รีเซ็ตเบรกเกอร์เมื่อไฟตก,Reset Breaker After Outage/Trip,หากไฟดับเพราะเบรกเกอร์ตัด ให้สับสวิตช์เบรกเกอร์กลับมาใหม่หลังตรวจสอบสาเหตุ,"If the power went out due to a tripped breaker"","" flip the breaker switch back on after checking for the cause","['recKnKDWPpAxDpYke', 'recxKrkswZtwLUw50', 'recvq15EA1MRfi2BJ', 'recfEeF3Oc1Alph1C']"
recibOx8uwVo3Xp8H,2025-06-12T03:47:28.000Z,ทำเองบางงานแทนจ้าง,DIY Minor Repairs Instead of Hiring,เพื่อลดค่าใช้จ่าย ลองซ่อมงานเล็ก ๆ เอง เช่น ทาสีจุดเล็ก ปะรอยรั่วง่ายๆ แทนที่จะเรียกช่างในทุกเรื่อง,"To save money,  attempt small do-it-yourself fixes (like touching up paint or patching a minor leak) instead of calling professionals for every issue","['recIa4qwwETdrEQ0S', 'rec15o7HoTQ3PL5s7']"
recj3mUHJSVfpmkTH,2025-06-12T03:47:28.000Z,เปิดหน้าต่างระบายกลิ่น,Air Out the House,ถ้าในบ้านมีกลิ่นอับหรือกลิ่นอาหารแรง ให้เปิดประตูหน้าต่างทุกบานสักครึ่งชั่วโมงเพื่อให้อากาศถ่ายเท,"If the house has musty or strong food odors,  open all the doors and windows for about half an hour to air it out and let fresh air circulate",['recBZMyWx5SNYNR43']
recjKfPfcwoOnPw2z,2025-06-12T03:47:28.000Z,รีบูต/รีเซ็ตกล้อง,Reboot or Reset Camera,ถ้ากล้องวงจรปิดภาพค้างหรือไม่ติด ให้ปิด-เปิดเครื่องบันทึกหรือกล้องใหม่ หรือกดปุ่มรีเซ็ตที่ตัวกล้อง (ถ้ามี) เพื่อฟื้นการทำงาน,"If a CCTV camera feed is frozen or offline,  power cycle the DVR or camera,  or press the reset button on the camera (if available) to restore function",['recmcgN2hSazrekxA']
recjV72ijfz09TUTe,2025-06-12T03:47:28.000Z,เปลี่ยนแบตอุปกรณ์ไร้สาย,Replace Sensor/Detector Batteries,เมื่อเซ็นเซอร์หรือตัวตรวจจับไร้สายไม่ทำงาน ให้ใส่ถ่านหรือแบตเตอรี่ก้อนใหม่เข้าไปแทนก้อนเก่าที่หมด,"If a wireless sensor or detector stops working,  insert a new battery to replace the old depleted one to get it working again","['reciz7BtQ3BVYgD0F', 'recovG4v4P8CW7cYR', 'recsNXXLi2hsLjVqw']"
reckk2pmGMAlPdKs0,2025-06-12T03:47:20.000Z,ทำประกันบ้านใหม่ (ถ้าไม่มี),Get a Home Insurance Policy,กรณีบ้านยังไม่มีประกันภัยเลย ควรรีบศึกษาข้อมูลและซื้อประกันภัยบ้านพื้นฐานไว้โดยเร็ว เพื่อคุ้มครองทรัพย์สิน,"If the home isnt insured at all,  quickly research and purchase a basic home insurance policy as soon as possible to protect the property","['recZubem63liuAbJL', 'recexPwZdWVvZfGQA']"
reclA3KBIKopuS0nV,2025-06-12T03:47:28.000Z,รีเซ็ตปั๊มน้ำ,Reset Water Pump,หากปั๊มน้ำทำงานผิดปกติ ให้ปิดสวิตช์ไฟปั๊มสักครู่แล้วเปิดใหม่ หรือกดปุ่มรีเซ็ต (ถ้ามี) เพื่อรีเซ็ตระบบ,"If the water pump malfunctions,  turn off its power for a moment then switch it on again,  or press the reset button if available,  to restart the system","['recVes6NAdwGS9CZU', 'recT1foqn7bgHoWHW']"
reclfyVqnq4CMU1eQ,2025-06-12T03:47:28.000Z,เปิดหน้าต่างระบายอากาศ,Open Windows for Ventilation,ในห้องที่ระบายอากาศไม่ดี ให้เปิดหน้าต่าง/ประตูทุกบานชั่วคราวเพื่อให้อากาศถ่ายเท ลดความอับ,"In a poorly ventilated room,  open all windows/doors temporarily to allow fresh air in and reduce stuffiness",['recJTwFpsDoC5GWhn']
recnBCdEeS48t7nab,2025-06-12T03:47:28.000Z,ทากาวหรือเทปปิดรูรั่ว,Seal Leak with Roof Cement/Tape,กรณีมีรูรั่วเล็ก ๆ บนหลังคาหรือรางน้ำ ใช้น้ำยาซีลหรือเทปกันรั่วติดทับบริเวณนั้นเพื่อหยุดน้ำซึมชั่วคราว,"For a small leak on the roof or gutter,  apply roofing sealant or waterproof tape over the area to stop water ingress temporarily","['recVYKvvxXqkzKRJ3', 'reciVHX8OWS1IxLeh']"
recnXVgJcWZvvIhTx,2025-06-12T03:47:28.000Z,ต่อรองหรือขอส่วนลด,Negotiate or Ask for Discounts,เมื่อได้ใบเสนอราคาค่าซ่อม ลองเจรจาต่อรองกับช่างหรือผู้รับเหมาเล็กน้อย หรือสอบถามโปรโมชั่น/ส่วนลดเงินสด,"When you receive a repair quote,  try negotiating the price down a bit with the contractor or ask if theres a discount for paying cash/upfront",['recIa4qwwETdrEQ0S']
recnbBrYHYlWd0auT,2025-06-12T03:47:28.000Z,เปลี่ยนสาย LAN ที่ชำรุด,Replace Faulty Ethernet Cable,หากคอมพิวเตอร์ที่ต่อสายใช้งานเน็ตไม่ได้ ลองเปลี่ยนสาย LAN เส้นใหม่แทนเส้นเดิมที่อาจขาดใน,"If a wired device isnt connecting,  swap out the existing Ethernet cable for a new one in case the old cable has an internal break","['recewNHMZxNCOyNOp', 'recVcEAIUun7ko2Lz']"
recnjiG4No24tI3Sw,2025-06-12T03:47:28.000Z,ใช้โคมไฟเสริมบรรยากาศ,Add a Lamp for Ambiance,นำโคมไฟตั้งโต๊ะหรือไฟตกแต่งที่มีอยู่ มาเปิดใช้ในมุมห้องที่มืดหรือไม่น่าสนใจ เพื่อสร้างจุดดึงสายตา,"Take a table lamp or decorative light you already own and place it in a dim or bland corner of the room,  turning it on to create a focal glow and warmth","['rec281us7oEtid4a0', 'recXKOreyzZJKaGpR']"
recqa9qnrQjtSDL7I,2025-06-12T03:47:28.000Z,ทำความสะอาดสิ่งอุดตัน,Clear Debris from Gutters,ตักเศษใบไม้ กิ่งไม้ และสิ่งอุดตันออกจากรางน้ำฝนและท่อน้ำลง เพื่อให้น้ำไหลได้อีกครั้ง,"Scoop out leaves,  twigs,  and debris from the gutters and downspouts to allow water to flow through again","['recZhVqg8FD5KLjMx', 'recxbiqdQp8VcjZOL']"
recqblp1CEMxaT3sC,2025-06-12T03:47:28.000Z,ทาสีกันสนิมบนจุดสนิม,Apply Rust Converter on Rusty Spots,หากพบจุดสนิมบนรั้วหรือโลหะ ให้ขัดสนิมหยาบๆ ออก แล้วทาน้ำยากันสนิมหรือสีรองพื้นกันสนิมทับเพื่อชะลอการผุ,"If you find rust spots on fences or metal surfaces,  scrub off the loose rust and then apply a rust converter or rust-inhibiting primer to slow further corrosion",['reciqVFt5dhqWcA4N']
recrHmsXkKz8a54Z1,2025-06-12T03:47:28.000Z,ปะหรือเปลี่ยนมุ้งลวด,Patch or Replace Torn Screen,หากมุ้งลวดขาดรูเล็กๆ ใช้ชุดปะมุ้งลวดติดปิดรูไว้ หรือถ้าขาดมากให้ถอดเปลี่ยนตาข่ายมุ้งลวดใหม่ทั้งผืน,"If a window screen has a small tear,  use a screen repair patch to cover the hole; if its badly torn,  remove the spline and replace the screen mesh altogether",['reciWWw0tzZtN3S3I']
recrUvuyMgIbzcNjf,2025-06-12T03:47:28.000Z,แจ้งหน่วยงานและขอสำเนา,Contact Agency for Document Copy,ถ้าเอกสารสำคัญหาย เช่น โฉนด ควรติดต่อสำนักงานที่ดินหรือหน่วยงานที่เกี่ยวข้องเพื่อขอคัดสำเนามาเก็บไว้ทันที,"If an important document like a title deed is lost,  contact the land office or relevant agency promptly to request an official duplicate to keep on file",['recWAIeqPhaFLElGs']
recsWvCmpPpK9qn8x,2025-06-12T03:47:28.000Z,ใช้ของในสต็อกก่อน,Use Existing Supplies First,ก่อนซื้ออุปกรณ์หรือวัสดุใหม่ เช่น สี หรือสกรู เช็คของที่มีเหลือเก็บจากงานก่อนๆ มาใช้ให้หมดก่อน เพื่อลดการซื้อซ้ำ,"Before buying new materials like paint or screws,  check your leftover supplies from previous projects and use those up first to avoid unnecessary new purchases",['recajNMfFtD8j2vVG']
rect0LPP5P1OAbAuQ,2025-06-12T03:47:28.000Z,ค้ำยันชั่วคราวจุดแตกร้าวหนัก,Temporary Brace for Serious Crack,หากมีรอยร้าวใหญ่ในส่วนโครงสร้าง เช่น คานหรือเสา ให้ใช้ไม้หรือเหล็กตั้งค้ำยันบริเวณนั้นชั่วคราวเพื่อลดการรับน้ำหนักจนกว่าช่างจะมา,"If theres a major crack in a structural element (beam or column),  put up a wooden or steel prop under it as a temporary support to relieve load until a professional can repair it","['recH02h0y1IQhBnYl', 'rec5cItMuQaEmoEIa']"
rectxsPuJSIJW1v1a,2025-06-12T03:47:28.000Z,เปลี่ยนขอบยางประตูหน้าต่าง,Replace Worn Weatherstripping,ถ้ายางขอบประตูหน้าต่างเสื่อมจนมีช่องว่าง ให้ลอกออกแล้วติดอันใหม่แทน เพื่อปิดช่องลม/น้ำ,"If the door/window seal has degraded and is leaving a gap,  peel it off and stick a new weatherstripping strip in its place to seal out drafts and water",['receATgPFQqMo4dZC']
recuz1zjrvg0hgMuS,2025-06-12T03:47:28.000Z,รวบของให้เป็นระเบียบ,Quick Declutter,ถ้าของใช้วางรก ให้หากล่องหรือตะกร้ามาใส่รวบรวมสิ่งของชั่วคราว แล้วค่อยจัดเก็บเข้าที่ภายหลัง เพื่อลดความรกตา,"If items are scattered around,  grab a box or basket to quickly gather and contain them for now,  to reduce visual clutter,  and plan to sort them properly later",['rec0gtW3b1LnPkA6n']
recv0M4TnH0PQaNon,2025-06-12T03:47:28.000Z,แก้ท่อน้ำทิ้งแอร์อุดตัน,Clear Clogged AC Drain Line,ใช้เครื่องดูดหรือเป่าลมเข้าไปในท่อน้ำทิ้งของแอร์เพื่อขจัดสิ่งอุดตัน เมื่อมีน้ำหยดจากเครื่อง,Use a vacuum or blow air through the ACs condensate drain line to remove any blockage when water is dripping from the unit,['recaogGD3QlzOjxNG']
recvTL40sE8XcsG7J,2025-06-12T03:47:28.000Z,ขันสกรูบานพับที่หลวม,Tighten Loose Hinge Screws,ใช้ไขควงขันสกรูของบานพับหรือมือจับที่หลวมให้แน่น หากรูสกรูหลวมมากอาจเปลี่ยนสกรูใหญ่ขึ้นหรืออุดรูแล้วขันใหม่,"Use a screwdriver to tighten any loose hinge or handle screws; if a screw hole is too loose,  consider using a slightly larger screw or filling the hole with wood and re-screwing","['rechw1ahgfmDI2YLY', 'receATgPFQqMo4dZC']"
recviGg80c9Y8bTof,2025-06-12T03:47:28.000Z,ติด UPS ให้ระบบกันขโมย,Use UPS for Alarm System,ต่อเครื่องสำรองไฟ (UPS) เข้ากับตู้ควบคุมสัญญาณกันขโมยและกล้องบันทึก เพื่อให้ระบบทำงานต่อได้ในช่วงไฟดับ,Connect an Uninterruptible Power Supply (UPS) to the alarm control panel and CCTV DVR so the security system stays powered during an outage,['recsNXXLi2hsLjVqw']
recvln5x1nwbX9dFO,2025-06-12T03:47:28.000Z,เปลี่ยนหลอดไฟที่ขาด,Replace Burnt-Out Bulb,เมื่อหลอดไฟไม่ติดเพราะขาด ให้เปลี่ยนหลอดใหม่ที่วัตต์เหมาะสม,"When a light bulb burns out,  replace it with a new bulb of appropriate wattage",['recvq15EA1MRfi2BJ']
recwDqppatqIptEdT,2025-06-12T03:47:28.000Z,ปิดช่องหนีชั่วคราว,Temporarily Block Escape Routes,หากพบช่องใต้ประตูหรือรั้วที่สัตว์เลี้ยงมุดออกได้ แต่ซ่อมถาวรยังไม่ได้ทันที ให้เอาวัสดุชั่วคราว เช่น แผ่นไม้ ตาข่าย มาปิดกั้นไว้ก่อน,"If theres a gap under a door or fence a pet can escape through but you cant fix it permanently yet,  block it off temporarily with materials like a board or mesh to prevent escapes",['recyxgDCn49tohiLS']
recwYllhu2Ha8r66f,2025-06-12T03:47:28.000Z,หยอดน้ำมันหล่อลื่นบานพับ,Lubricate Noisy Hinges,หยดน้ำมันจักร หรือน้ำยาหล่อลื่น (WD-40) เล็กน้อยที่แกนบานพับเพื่อลดเสียงเอี๊ยดและการเสียดสี,Drip a little sewing machine oil or WD-40 onto the hinge pins to reduce squeaking and friction,['rechw1ahgfmDI2YLY']
recx96TyFpU0TxX6K,2025-06-12T03:47:28.000Z,วางน้ำยาล่อปลวก,Place Termite Bait Gel,หากเห็นปลวกขึ้นตามจุดเล็ก ๆ เช่น วงกบ ใช้น้ำยาล่อปลวกแบบหลอดป้ายไว้ใกล้รังปลวกให้ปลวกนำไปกินในรัง,"If you spot termites in a small area like a door frame,  apply termite bait gel near their activity so they carry poison back to the colony",['reckIXMq0GqmT2mto']
recymWCwwyE1ycAfh,2025-06-12T03:47:28.000Z,อุดรอยร้าวเล็กด้วยซีเมนต์/ยาแนว,Fill Small Cracks with Sealant,สำหรับรอยแตกร้าวเล็ก ๆ บนผนังหรือพื้น ใช้ซีเมนต์หรือยาแนวอุดรอยร้าวเพื่อป้องกันการขยายและกันน้ำเข้า,"For small cracks in walls or floors,  use cement patch or caulk to fill the crack and prevent it from widening or letting moisture in",['recH02h0y1IQhBnYl']
